Year,RC,TAV,TC,RN
2034,16,21.78827388,22.41897388,Wyoming Not In Basin
2035,16,21.67292833,22.34962833,Wyoming Not In Basin
2036,16,22.30839764,23.03109764,Wyoming Not In Basin
2037,16,20.88296767,21.65166767,Wyoming Not In Basin
2038,16,21.01337393,21.82807393,Wyoming Not In Basin
2039,16,21.50245512,22.36315512,Wyoming Not In Basin
2040,16,22.62727386,23.53397386,Wyoming Not In Basin
2041,16,22.25816893,23.21086893,Wyoming Not In Basin
2042,16,21.70630601,22.70500601,Wyoming Not In Basin
2043,16,21.25359469,22.29829469,Wyoming Not In Basin
2044,16,21.4575537,22.5482537,Wyoming Not In Basin
2045,16,21.6500971,22.7867971,Wyoming Not In Basin
2046,16,19.9288176,21.1115176,Wyoming Not In Basin
2047,16,20.38600784,21.61470784,Wyoming Not In Basin
2048,16,21.44689912,22.72159912,Wyoming Not In Basin
2049,16,21.18205682,22.50275682,Wyoming Not In Basin
2050,16,21.25472377,22.62142377,Wyoming Not In Basin
2051,16,21.89134712,23.30404712,Wyoming Not In Basin
2052,16,21.92635501,23.38505501,Wyoming Not In Basin
2053,16,21.42254581,22.92724581,Wyoming Not In Basin
2054,16,22.49562623,24.04632623,Wyoming Not In Basin
2055,16,22.24523123,23.84193123,Wyoming Not In Basin
2056,16,22.86167452,24.50437452,Wyoming Not In Basin
2057,16,21.71402455,23.40272455,Wyoming Not In Basin
2058,16,22.68612563,24.42082563,Wyoming Not In Basin
2059,16,23.81297589,25.59367589,Wyoming Not In Basin
2060,16,23.16609096,24.99279096,Wyoming Not In Basin
2061,16,22.47202148,24.34472148,Wyoming Not In Basin
2062,16,23.37602186,25.29472186,Wyoming Not In Basin
2063,16,24.50247912,26.46717912,Wyoming Not In Basin
2064,16,23.03214773,25.04284773,Wyoming Not In Basin
2065,16,23.3852708,25.4419708,Wyoming Not In Basin
2066,16,23.40182656,25.50452656,Wyoming Not In Basin
2067,16,23.48192301,25.63062301,Wyoming Not In Basin
2068,16,24.29775907,26.49245907,Wyoming Not In Basin
2069,16,23.92408789,26.16478789,Wyoming Not In Basin
2070,16,24.42642492,26.71312492,Wyoming Not In Basin
2071,16,24.99030647,27.32300647,Wyoming Not In Basin
2072,16,23.95909578,26.33779578,Wyoming Not In Basin
2073,16,23.94539704,26.37009704,Wyoming Not In Basin
2074,16,24.08185628,26.55255628,Wyoming Not In Basin
2075,16,23.73991595,26.25661595,Wyoming Not In Basin
2076,16,23.2094703,25.7721703,Wyoming Not In Basin
2077,16,23.49181655,26.10051655,Wyoming Not In Basin
2078,16,23.97484268,26.62954268,Wyoming Not In Basin
2079,16,23.76579134,26.46649134,Wyoming Not In Basin
2080,16,22.5169229,25.2636229,Wyoming Not In Basin
2081,16,23.500188,26.292888,Wyoming Not In Basin
2082,16,23.78965601,26.62835601,Wyoming Not In Basin
2083,16,24.39745545,27.28215545,Wyoming Not In Basin
2084,16,24.4834531,27.4141531,Wyoming Not In Basin
2085,16,24.67904066,27.65574066,Wyoming Not In Basin
2086,16,23.93765355,26.96035355,Wyoming Not In Basin
2087,16,24.24524723,27.31394723,Wyoming Not In Basin
2088,16,24.20034581,27.31504581,Wyoming Not In Basin
2089,16,24.68741211,27.84811211,Wyoming Not In Basin
2090,16,24.07578459,27.28248459,Wyoming Not In Basin
2091,16,24.49715184,27.74985184,Wyoming Not In Basin
2092,16,24.02682844,27.32552844,Wyoming Not In Basin
2093,16,24.08086236,27.42556236,Wyoming Not In Basin
2094,16,24.84005907,28.23075907,Wyoming Not In Basin
2095,16,26.91117419,30.34787419,Wyoming Not In Basin
2096,16,28.38302767,31.86572767,Wyoming Not In Basin
2097,16,27.97587069,31.50457069,Wyoming Not In Basin
2098,16,28.16203465,31.73673465,Wyoming Not In Basin
2099,16,28.500228,32.120928,Wyoming Not In Basin
2100,16,22.50943933,26.17613933,Wyoming Not In Basin
2010,17,21.81787339,21.34457339,Colorado Front Range
2011,17,21.58388652,21.15658652,Colorado Front Range
2012,17,21.57170986,21.19040986,Colorado Front Range
2013,17,22.2391429,21.9038429,Colorado Front Range
2014,17,21.66304519,21.37374519,Colorado Front Range
2015,17,21.8038274,21.5605274,Colorado Front Range
2016,17,23.42332285,23.22602285,Colorado Front Range
2017,17,21.65999063,21.50869063,Colorado Front Range
2018,17,22.758227,22.652927,Colorado Front Range
2019,17,21.81980926,21.76050926,Colorado Front Range
2020,17,21.73000641,21.71670641,Colorado Front Range
2021,17,21.9613629,21.9940629,Colorado Front Range
2022,17,22.73318126,22.81188126,Colorado Front Range
2023,17,21.03441485,21.15911485,Colorado Front Range
2024,17,21.67216729,21.84286729,Colorado Front Range
2025,17,22.3593874,22.5760874,Colorado Front Range
2026,17,20.95493388,21.21763388,Colorado Front Range
2027,17,21.23304658,21.54174658,Colorado Front Range
2028,17,21.61737233,21.97207233,Colorado Front Range
2029,17,21.98495518,22.38565518,Colorado Front Range
2030,17,21.52870896,21.97540896,Colorado Front Range
2031,17,21.54050718,22.03320718,Colorado Front Range
2032,17,22.62651282,23.16521282,Colorado Front Range
2033,17,21.70869726,22.29339726,Colorado Front Range
2034,17,21.78827388,22.41897388,Colorado Front Range
2035,17,21.67292833,22.34962833,Colorado Front Range
2036,17,22.30839764,23.03109764,Colorado Front Range
2037,17,20.88296767,21.65166767,Colorado Front Range
2038,17,21.01337393,21.82807393,Colorado Front Range
2039,17,21.50245512,22.36315512,Colorado Front Range
2040,17,22.62727386,23.53397386,Colorado Front Range
2041,17,22.25816893,23.21086893,Colorado Front Range
2042,17,21.70630601,22.70500601,Colorado Front Range
2043,17,21.25359469,22.29829469,Colorado Front Range
2044,17,21.4575537,22.5482537,Colorado Front Range
2045,17,21.6500971,22.7867971,Colorado Front Range
2046,17,19.9288176,21.1115176,Colorado Front Range
2047,17,20.38600784,21.61470784,Colorado Front Range
2048,17,21.44689912,22.72159912,Colorado Front Range
2049,17,21.18205682,22.50275682,Colorado Front Range
2050,17,21.25472377,22.62142377,Colorado Front Range
2051,17,21.89134712,23.30404712,Colorado Front Range
2052,17,21.92635501,23.38505501,Colorado Front Range
2053,17,21.42254581,22.92724581,Colorado Front Range
2054,17,22.49562623,24.04632623,Colorado Front Range
2055,17,22.24523123,23.84193123,Colorado Front Range
2056,17,22.86167452,24.50437452,Colorado Front Range
2057,17,21.71402455,23.40272455,Colorado Front Range
2058,17,22.68612563,24.42082563,Colorado Front Range
2059,17,23.81297589,25.59367589,Colorado Front Range
2060,17,23.16609096,24.99279096,Colorado Front Range
2061,17,22.47202148,24.34472148,Colorado Front Range
2062,17,23.37602186,25.29472186,Colorado Front Range
2063,17,24.50247912,26.46717912,Colorado Front Range
2064,17,23.03214773,25.04284773,Colorado Front Range
2065,17,23.3852708,25.4419708,Colorado Front Range
2066,17,23.40182656,25.50452656,Colorado Front Range
2067,17,23.48192301,25.63062301,Colorado Front Range
2068,17,24.29775907,26.49245907,Colorado Front Range
2069,17,23.92408789,26.16478789,Colorado Front Range
2070,17,24.42642492,26.71312492,Colorado Front Range
2071,17,24.99030647,27.32300647,Colorado Front Range
2072,17,23.95909578,26.33779578,Colorado Front Range
2073,17,23.94539704,26.37009704,Colorado Front Range
2074,17,24.08185628,26.55255628,Colorado Front Range
2075,17,23.73991595,26.25661595,Colorado Front Range
2076,17,23.2094703,25.7721703,Colorado Front Range
2077,17,23.49181655,26.10051655,Colorado Front Range
2078,17,23.97484268,26.62954268,Colorado Front Range
2079,17,23.76579134,26.46649134,Colorado Front Range
2080,17,22.5169229,25.2636229,Colorado Front Range
2081,17,23.500188,26.292888,Colorado Front Range
2082,17,23.78965601,26.62835601,Colorado Front Range
2083,17,24.39745545,27.28215545,Colorado Front Range
2084,17,24.4834531,27.4141531,Colorado Front Range
2085,17,24.67904066,27.65574066,Colorado Front Range
2086,17,23.93765355,26.96035355,Colorado Front Range
2087,17,24.24524723,27.31394723,Colorado Front Range
2088,17,24.20034581,27.31504581,Colorado Front Range
2089,17,24.68741211,27.84811211,Colorado Front Range
2090,17,24.07578459,27.28248459,Colorado Front Range
2091,17,24.49715184,27.74985184,Colorado Front Range
2092,17,24.02682844,27.32552844,Colorado Front Range
2093,17,24.08086236,27.42556236,Colorado Front Range
2094,17,24.84005907,28.23075907,Colorado Front Range
2095,17,26.91117419,30.34787419,Colorado Front Range
2096,17,28.38302767,31.86572767,Colorado Front Range
2097,17,27.97587069,31.50457069,Colorado Front Range
2098,17,28.16203465,31.73673465,Colorado Front Range
2099,17,28.500228,32.120928,Colorado Front Range
2100,17,22.50943933,26.17613933,Colorado Front Range
2010,18,21.81787339,21.34457339,Colorado In Basin
2011,18,21.58388652,21.15658652,Colorado In Basin
2012,18,21.57170986,21.19040986,Colorado In Basin
2013,18,22.2391429,21.9038429,Colorado In Basin
2014,18,21.66304519,21.37374519,Colorado In Basin
2015,18,21.8038274,21.5605274,Colorado In Basin
2016,18,23.42332285,23.22602285,Colorado In Basin
2017,18,21.65999063,21.50869063,Colorado In Basin
2018,18,22.758227,22.652927,Colorado In Basin
2019,18,21.81980926,21.76050926,Colorado In Basin
2020,18,21.73000641,21.71670641,Colorado In Basin
2021,18,21.9613629,21.9940629,Colorado In Basin
2022,18,22.73318126,22.81188126,Colorado In Basin
2023,18,21.03441485,21.15911485,Colorado In Basin
2024,18,21.67216729,21.84286729,Colorado In Basin
2025,18,22.3593874,22.5760874,Colorado In Basin
2026,18,20.95493388,21.21763388,Colorado In Basin
2027,18,21.23304658,21.54174658,Colorado In Basin
2028,18,21.61737233,21.97207233,Colorado In Basin
2029,18,21.98495518,22.38565518,Colorado In Basin
2030,18,21.52870896,21.97540896,Colorado In Basin
2031,18,21.54050718,22.03320718,Colorado In Basin
2032,18,22.62651282,23.16521282,Colorado In Basin
2033,18,21.70869726,22.29339726,Colorado In Basin
2034,18,21.78827388,22.41897388,Colorado In Basin
2035,18,21.67292833,22.34962833,Colorado In Basin
2036,18,22.30839764,23.03109764,Colorado In Basin
2037,18,20.88296767,21.65166767,Colorado In Basin
2038,18,21.01337393,21.82807393,Colorado In Basin
2039,18,21.50245512,22.36315512,Colorado In Basin
2040,18,22.62727386,23.53397386,Colorado In Basin
2041,18,22.25816893,23.21086893,Colorado In Basin
2042,18,21.70630601,22.70500601,Colorado In Basin
2043,18,21.25359469,22.29829469,Colorado In Basin
2044,18,21.4575537,22.5482537,Colorado In Basin
2045,18,21.6500971,22.7867971,Colorado In Basin
2046,18,19.9288176,21.1115176,Colorado In Basin
2047,18,20.38600784,21.61470784,Colorado In Basin
2048,18,21.44689912,22.72159912,Colorado In Basin
2049,18,21.18205682,22.50275682,Colorado In Basin
2050,18,21.25472377,22.62142377,Colorado In Basin
2051,18,21.89134712,23.30404712,Colorado In Basin
2052,18,21.92635501,23.38505501,Colorado In Basin
2053,18,21.42254581,22.92724581,Colorado In Basin
2054,18,22.49562623,24.04632623,Colorado In Basin
2055,18,22.24523123,23.84193123,Colorado In Basin
2056,18,22.86167452,24.50437452,Colorado In Basin
2057,18,21.71402455,23.40272455,Colorado In Basin
2058,18,22.68612563,24.42082563,Colorado In Basin
2059,18,23.81297589,25.59367589,Colorado In Basin
2060,18,23.16609096,24.99279096,Colorado In Basin
2061,18,22.47202148,24.34472148,Colorado In Basin
2062,18,23.37602186,25.29472186,Colorado In Basin
2063,18,24.50247912,26.46717912,Colorado In Basin
2064,18,23.03214773,25.04284773,Colorado In Basin
2065,18,23.3852708,25.4419708,Colorado In Basin
2066,18,23.40182656,25.50452656,Colorado In Basin
2067,18,23.48192301,25.63062301,Colorado In Basin
2068,18,24.29775907,26.49245907,Colorado In Basin
2069,18,23.92408789,26.16478789,Colorado In Basin
2070,18,24.42642492,26.71312492,Colorado In Basin
2071,18,24.99030647,27.32300647,Colorado In Basin
2072,18,23.95909578,26.33779578,Colorado In Basin
2073,18,23.94539704,26.37009704,Colorado In Basin
2074,18,24.08185628,26.55255628,Colorado In Basin
2075,18,23.73991595,26.25661595,Colorado In Basin
2076,18,23.2094703,25.7721703,Colorado In Basin
2077,18,23.49181655,26.10051655,Colorado In Basin
2078,18,23.97484268,26.62954268,Colorado In Basin
2079,18,23.76579134,26.46649134,Colorado In Basin
2080,18,22.5169229,25.2636229,Colorado In Basin
2081,18,23.500188,26.292888,Colorado In Basin
2082,18,23.78965601,26.62835601,Colorado In Basin
2083,18,24.39745545,27.28215545,Colorado In Basin
2084,18,24.4834531,27.4141531,Colorado In Basin
2085,18,24.67904066,27.65574066,Colorado In Basin
2086,18,23.93765355,26.96035355,Colorado In Basin
2087,18,24.24524723,27.31394723,Colorado In Basin
2088,18,24.20034581,27.31504581,Colorado In Basin
2089,18,24.68741211,27.84811211,Colorado In Basin
2090,18,24.07578459,27.28248459,Colorado In Basin
2091,18,24.49715184,27.74985184,Colorado In Basin
2092,18,24.02682844,27.32552844,Colorado In Basin
2093,18,24.08086236,27.42556236,Colorado In Basin
2094,18,24.84005907,28.23075907,Colorado In Basin
2095,18,26.91117419,30.34787419,Colorado In Basin
2096,18,28.38302767,31.86572767,Colorado In Basin
2097,18,27.97587069,31.50457069,Colorado In Basin
2098,18,28.16203465,31.73673465,Colorado In Basin
2099,18,28.500228,32.120928,Colorado In Basin
2100,18,22.50943933,26.17613933,Colorado In Basin
2010,19,21.81787339,21.34457339,Colorado Not In Basin
2011,19,21.58388652,21.15658652,Colorado Not In Basin
2012,19,21.57170986,21.19040986,Colorado Not In Basin
2013,19,22.2391429,21.9038429,Colorado Not In Basin
2014,19,21.66304519,21.37374519,Colorado Not In Basin
2015,19,21.8038274,21.5605274,Colorado Not In Basin
2016,19,23.42332285,23.22602285,Colorado Not In Basin
2017,19,21.65999063,21.50869063,Colorado Not In Basin
2018,19,22.758227,22.652927,Colorado Not In Basin
2019,19,21.81980926,21.76050926,Colorado Not In Basin
2020,19,21.73000641,21.71670641,Colorado Not In Basin
2021,19,21.9613629,21.9940629,Colorado Not In Basin
2022,19,22.73318126,22.81188126,Colorado Not In Basin
2023,19,21.03441485,21.15911485,Colorado Not In Basin
2024,19,21.67216729,21.84286729,Colorado Not In Basin
2025,19,22.3593874,22.5760874,Colorado Not In Basin
2026,19,20.95493388,21.21763388,Colorado Not In Basin
2027,19,21.23304658,21.54174658,Colorado Not In Basin
2028,19,21.61737233,21.97207233,Colorado Not In Basin
2029,19,21.98495518,22.38565518,Colorado Not In Basin
2030,19,21.52870896,21.97540896,Colorado Not In Basin
2031,19,21.54050718,22.03320718,Colorado Not In Basin
2032,19,22.62651282,23.16521282,Colorado Not In Basin
2033,19,21.70869726,22.29339726,Colorado Not In Basin
2034,19,21.78827388,22.41897388,Colorado Not In Basin
2035,19,21.67292833,22.34962833,Colorado Not In Basin
2036,19,22.30839764,23.03109764,Colorado Not In Basin
2037,19,20.88296767,21.65166767,Colorado Not In Basin
2038,19,21.01337393,21.82807393,Colorado Not In Basin
2039,19,21.50245512,22.36315512,Colorado Not In Basin
2040,19,22.62727386,23.53397386,Colorado Not In Basin
2041,19,22.25816893,23.21086893,Colorado Not In Basin
2042,19,21.70630601,22.70500601,Colorado Not In Basin
2043,19,21.25359469,22.29829469,Colorado Not In Basin
2044,19,21.4575537,22.5482537,Colorado Not In Basin
2045,19,21.6500971,22.7867971,Colorado Not In Basin
2046,19,19.9288176,21.1115176,Colorado Not In Basin
2047,19,20.38600784,21.61470784,Colorado Not In Basin
2048,19,21.44689912,22.72159912,Colorado Not In Basin
2049,19,21.18205682,22.50275682,Colorado Not In Basin
2050,19,21.25472377,22.62142377,Colorado Not In Basin
2051,19,21.89134712,23.30404712,Colorado Not In Basin
2052,19,21.92635501,23.38505501,Colorado Not In Basin
2053,19,21.42254581,22.92724581,Colorado Not In Basin
2054,19,22.49562623,24.04632623,Colorado Not In Basin
2055,19,22.24523123,23.84193123,Colorado Not In Basin
2056,19,22.86167452,24.50437452,Colorado Not In Basin
2057,19,21.71402455,23.40272455,Colorado Not In Basin
2058,19,22.68612563,24.42082563,Colorado Not In Basin
2059,19,23.81297589,25.59367589,Colorado Not In Basin
2060,19,23.16609096,24.99279096,Colorado Not In Basin
2061,19,22.47202148,24.34472148,Colorado Not In Basin
2062,19,23.37602186,25.29472186,Colorado Not In Basin
2063,19,24.50247912,26.46717912,Colorado Not In Basin
2064,19,23.03214773,25.04284773,Colorado Not In Basin
2065,19,23.3852708,25.4419708,Colorado Not In Basin
2066,19,23.40182656,25.50452656,Colorado Not In Basin
2067,19,23.48192301,25.63062301,Colorado Not In Basin
2068,19,24.29775907,26.49245907,Colorado Not In Basin
2069,19,23.92408789,26.16478789,Colorado Not In Basin
2070,19,24.42642492,26.71312492,Colorado Not In Basin
2071,19,24.99030647,27.32300647,Colorado Not In Basin
2072,19,23.95909578,26.33779578,Colorado Not In Basin
2073,19,23.94539704,26.37009704,Colorado Not In Basin
2074,19,24.08185628,26.55255628,Colorado Not In Basin
2075,19,23.73991595,26.25661595,Colorado Not In Basin
2076,19,23.2094703,25.7721703,Colorado Not In Basin
2077,19,23.49181655,26.10051655,Colorado Not In Basin
2078,19,23.97484268,26.62954268,Colorado Not In Basin
2079,19,23.76579134,26.46649134,Colorado Not In Basin
2080,19,22.5169229,25.2636229,Colorado Not In Basin
2081,19,23.500188,26.292888,Colorado Not In Basin
2082,19,23.78965601,26.62835601,Colorado Not In Basin
2083,19,24.39745545,27.28215545,Colorado Not In Basin
2084,19,24.4834531,27.4141531,Colorado Not In Basin
2085,19,24.67904066,27.65574066,Colorado Not In Basin
2086,19,23.93765355,26.96035355,Colorado Not In Basin
2087,19,24.24524723,27.31394723,Colorado Not In Basin
2088,19,24.20034581,27.31504581,Colorado Not In Basin
2089,19,24.68741211,27.84811211,Colorado Not In Basin
2090,19,24.07578459,27.28248459,Colorado Not In Basin
2091,19,24.49715184,27.74985184,Colorado Not In Basin
2092,19,24.02682844,27.32552844,Colorado Not In Basin
2093,19,24.08086236,27.42556236,Colorado Not In Basin
2094,19,24.84005907,28.23075907,Colorado Not In Basin
2095,19,26.91117419,30.34787419,Colorado Not In Basin
2096,19,28.38302767,31.86572767,Colorado Not In Basin
2097,19,27.97587069,31.50457069,Colorado Not In Basin
2098,19,28.16203465,31.73673465,Colorado Not In Basin
2099,19,28.500228,32.120928,Colorado Not In Basin
2100,19,22.50943933,26.17613933,Colorado Not In Basin
2010,20,21.81787339,21.34457339,New Mexico Central
2011,20,21.58388652,21.15658652,New Mexico Central
2012,20,21.57170986,21.19040986,New Mexico Central
2013,20,22.2391429,21.9038429,New Mexico Central
2014,20,21.66304519,21.37374519,New Mexico Central
2015,20,21.8038274,21.5605274,New Mexico Central
2016,20,23.42332285,23.22602285,New Mexico Central
2017,20,21.65999063,21.50869063,New Mexico Central
2018,20,22.758227,22.652927,New Mexico Central
2019,20,21.81980926,21.76050926,New Mexico Central
2020,20,21.73000641,21.71670641,New Mexico Central
2021,20,21.9613629,21.9940629,New Mexico Central
2022,20,22.73318126,22.81188126,New Mexico Central
2023,20,21.03441485,21.15911485,New Mexico Central
2024,20,21.67216729,21.84286729,New Mexico Central
2025,20,22.3593874,22.5760874,New Mexico Central
2026,20,20.95493388,21.21763388,New Mexico Central
2027,20,21.23304658,21.54174658,New Mexico Central
2028,20,21.61737233,21.97207233,New Mexico Central
2029,20,21.98495518,22.38565518,New Mexico Central
2030,20,21.52870896,21.97540896,New Mexico Central
2031,20,21.54050718,22.03320718,New Mexico Central
2032,20,22.62651282,23.16521282,New Mexico Central
2033,20,21.70869726,22.29339726,New Mexico Central
2034,20,21.78827388,22.41897388,New Mexico Central
2035,20,21.67292833,22.34962833,New Mexico Central
2036,20,22.30839764,23.03109764,New Mexico Central
2037,20,20.88296767,21.65166767,New Mexico Central
2038,20,21.01337393,21.82807393,New Mexico Central
2039,20,21.50245512,22.36315512,New Mexico Central
2040,20,22.62727386,23.53397386,New Mexico Central
2041,20,22.25816893,23.21086893,New Mexico Central
2042,20,21.70630601,22.70500601,New Mexico Central
2043,20,21.25359469,22.29829469,New Mexico Central
2044,20,21.4575537,22.5482537,New Mexico Central
2045,20,21.6500971,22.7867971,New Mexico Central
2046,20,19.9288176,21.1115176,New Mexico Central
2047,20,20.38600784,21.61470784,New Mexico Central
2048,20,21.44689912,22.72159912,New Mexico Central
2049,20,21.18205682,22.50275682,New Mexico Central
2050,20,21.25472377,22.62142377,New Mexico Central
2051,20,21.89134712,23.30404712,New Mexico Central
2052,20,21.92635501,23.38505501,New Mexico Central
2053,20,21.42254581,22.92724581,New Mexico Central
2054,20,22.49562623,24.04632623,New Mexico Central
2055,20,22.24523123,23.84193123,New Mexico Central
2056,20,22.86167452,24.50437452,New Mexico Central
2057,20,21.71402455,23.40272455,New Mexico Central
2058,20,22.68612563,24.42082563,New Mexico Central
2059,20,23.81297589,25.59367589,New Mexico Central
2060,20,23.16609096,24.99279096,New Mexico Central
2061,20,22.47202148,24.34472148,New Mexico Central
2062,20,23.37602186,25.29472186,New Mexico Central
2063,20,24.50247912,26.46717912,New Mexico Central
2064,20,23.03214773,25.04284773,New Mexico Central
2065,20,23.3852708,25.4419708,New Mexico Central
2066,20,23.40182656,25.50452656,New Mexico Central
2067,20,23.48192301,25.63062301,New Mexico Central
2068,20,24.29775907,26.49245907,New Mexico Central
2069,20,23.92408789,26.16478789,New Mexico Central
2070,20,24.42642492,26.71312492,New Mexico Central
2071,20,24.99030647,27.32300647,New Mexico Central
2072,20,23.95909578,26.33779578,New Mexico Central
2073,20,23.94539704,26.37009704,New Mexico Central
2074,20,24.08185628,26.55255628,New Mexico Central
2075,20,23.73991595,26.25661595,New Mexico Central
2076,20,23.2094703,25.7721703,New Mexico Central
2077,20,23.49181655,26.10051655,New Mexico Central
2078,20,23.97484268,26.62954268,New Mexico Central
2079,20,23.76579134,26.46649134,New Mexico Central
2080,20,22.5169229,25.2636229,New Mexico Central
2081,20,23.500188,26.292888,New Mexico Central
2082,20,23.78965601,26.62835601,New Mexico Central
2083,20,24.39745545,27.28215545,New Mexico Central
2084,20,24.4834531,27.4141531,New Mexico Central
2085,20,24.67904066,27.65574066,New Mexico Central
2086,20,23.93765355,26.96035355,New Mexico Central
2087,20,24.24524723,27.31394723,New Mexico Central
2088,20,24.20034581,27.31504581,New Mexico Central
2089,20,24.68741211,27.84811211,New Mexico Central
2090,20,24.07578459,27.28248459,New Mexico Central
2091,20,24.49715184,27.74985184,New Mexico Central
2092,20,24.02682844,27.32552844,New Mexico Central
2093,20,24.08086236,27.42556236,New Mexico Central
2094,20,24.84005907,28.23075907,New Mexico Central
2095,20,26.91117419,30.34787419,New Mexico Central
2096,20,28.38302767,31.86572767,New Mexico Central
2097,20,27.97587069,31.50457069,New Mexico Central
2098,20,28.16203465,31.73673465,New Mexico Central
2099,20,28.500228,32.120928,New Mexico Central
2100,20,22.50943933,26.17613933,New Mexico Central
2010,21,21.81787339,21.34457339,New Mexico In Basin
2011,21,21.58388652,21.15658652,New Mexico In Basin
2012,21,21.57170986,21.19040986,New Mexico In Basin
2013,21,22.2391429,21.9038429,New Mexico In Basin
2014,21,21.66304519,21.37374519,New Mexico In Basin
2015,21,21.8038274,21.5605274,New Mexico In Basin
2016,21,23.42332285,23.22602285,New Mexico In Basin
2017,21,21.65999063,21.50869063,New Mexico In Basin
2018,21,22.758227,22.652927,New Mexico In Basin
2019,21,21.81980926,21.76050926,New Mexico In Basin
2020,21,21.73000641,21.71670641,New Mexico In Basin
2021,21,21.9613629,21.9940629,New Mexico In Basin
2022,21,22.73318126,22.81188126,New Mexico In Basin
2023,21,21.03441485,21.15911485,New Mexico In Basin
2024,21,21.67216729,21.84286729,New Mexico In Basin
2025,21,22.3593874,22.5760874,New Mexico In Basin
2026,21,20.95493388,21.21763388,New Mexico In Basin
2027,21,21.23304658,21.54174658,New Mexico In Basin
2028,21,21.61737233,21.97207233,New Mexico In Basin
2029,21,21.98495518,22.38565518,New Mexico In Basin
2030,21,21.52870896,21.97540896,New Mexico In Basin
2031,21,21.54050718,22.03320718,New Mexico In Basin
2032,21,22.62651282,23.16521282,New Mexico In Basin
2033,21,21.70869726,22.29339726,New Mexico In Basin
2034,21,21.78827388,22.41897388,New Mexico In Basin
2035,21,21.67292833,22.34962833,New Mexico In Basin
2036,21,22.30839764,23.03109764,New Mexico In Basin
2037,21,20.88296767,21.65166767,New Mexico In Basin
2038,21,21.01337393,21.82807393,New Mexico In Basin
2039,21,21.50245512,22.36315512,New Mexico In Basin
2040,21,22.62727386,23.53397386,New Mexico In Basin
2041,21,22.25816893,23.21086893,New Mexico In Basin
2042,21,21.70630601,22.70500601,New Mexico In Basin
2043,21,21.25359469,22.29829469,New Mexico In Basin
2044,21,21.4575537,22.5482537,New Mexico In Basin
2045,21,21.6500971,22.7867971,New Mexico In Basin
2046,21,19.9288176,21.1115176,New Mexico In Basin
2047,21,20.38600784,21.61470784,New Mexico In Basin
2048,21,21.44689912,22.72159912,New Mexico In Basin
2049,21,21.18205682,22.50275682,New Mexico In Basin
2050,21,21.25472377,22.62142377,New Mexico In Basin
2051,21,21.89134712,23.30404712,New Mexico In Basin
2052,21,21.92635501,23.38505501,New Mexico In Basin
2053,21,21.42254581,22.92724581,New Mexico In Basin
2054,21,22.49562623,24.04632623,New Mexico In Basin
2055,21,22.24523123,23.84193123,New Mexico In Basin
2056,21,22.86167452,24.50437452,New Mexico In Basin
2057,21,21.71402455,23.40272455,New Mexico In Basin
2058,21,22.68612563,24.42082563,New Mexico In Basin
2059,21,23.81297589,25.59367589,New Mexico In Basin
2060,21,23.16609096,24.99279096,New Mexico In Basin
2061,21,22.47202148,24.34472148,New Mexico In Basin
2062,21,23.37602186,25.29472186,New Mexico In Basin
2063,21,24.50247912,26.46717912,New Mexico In Basin
2064,21,23.03214773,25.04284773,New Mexico In Basin
2065,21,23.3852708,25.4419708,New Mexico In Basin
2066,21,23.40182656,25.50452656,New Mexico In Basin
2067,21,23.48192301,25.63062301,New Mexico In Basin
2068,21,24.29775907,26.49245907,New Mexico In Basin
2069,21,23.92408789,26.16478789,New Mexico In Basin
2070,21,24.42642492,26.71312492,New Mexico In Basin
2071,21,24.99030647,27.32300647,New Mexico In Basin
2072,21,23.95909578,26.33779578,New Mexico In Basin
2073,21,23.94539704,26.37009704,New Mexico In Basin
2074,21,24.08185628,26.55255628,New Mexico In Basin
2075,21,23.73991595,26.25661595,New Mexico In Basin
2076,21,23.2094703,25.7721703,New Mexico In Basin
2077,21,23.49181655,26.10051655,New Mexico In Basin
2078,21,23.97484268,26.62954268,New Mexico In Basin
2079,21,23.76579134,26.46649134,New Mexico In Basin
2080,21,22.5169229,25.2636229,New Mexico In Basin
2081,21,23.500188,26.292888,New Mexico In Basin
2082,21,23.78965601,26.62835601,New Mexico In Basin
2083,21,24.39745545,27.28215545,New Mexico In Basin
2084,21,24.4834531,27.4141531,New Mexico In Basin
2085,21,24.67904066,27.65574066,New Mexico In Basin
2086,21,23.93765355,26.96035355,New Mexico In Basin
2087,21,24.24524723,27.31394723,New Mexico In Basin
2088,21,24.20034581,27.31504581,New Mexico In Basin
2089,21,24.68741211,27.84811211,New Mexico In Basin
2090,21,24.07578459,27.28248459,New Mexico In Basin
2091,21,24.49715184,27.74985184,New Mexico In Basin
2092,21,24.02682844,27.32552844,New Mexico In Basin
2093,21,24.08086236,27.42556236,New Mexico In Basin
2094,21,24.84005907,28.23075907,New Mexico In Basin
2095,21,26.91117419,30.34787419,New Mexico In Basin
2096,21,28.38302767,31.86572767,New Mexico In Basin
2097,21,27.97587069,31.50457069,New Mexico In Basin
2098,21,28.16203465,31.73673465,New Mexico In Basin
2099,21,28.500228,32.120928,New Mexico In Basin
2100,21,22.50943933,26.17613933,New Mexico In Basin
2010,22,21.81787339,21.34457339,New Mexico Not In Bas
2011,22,21.58388652,21.15658652,New Mexico Not In Bas
